@relation gaussian.txt-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0

@attribute attrb1 numeric
@attribute attrb2 numeric
@attribute class {1,2,3,4}

@data
0.348605,0.303197,1
0.601913,0.630738,4
0.650738,0.661578,4
0.337236,0.408304,3
0.355634,0.333188,1
0.408172,0.32162,1
0.552535,0.624535,4
0.538869,0.663235,4
0.579242,0.605891,4
0.538733,0.476373,1
0.390261,0.293351,1
0.841491,0.695984,2
0.688988,0.396616,2
0.618712,0.284229,3
0.729017,0.202562,3
0.595087,0.704191,4
0.495784,0.806259,4
0.690188,0.41925,3
0.837215,0.280036,3
0.500128,0.253562,1
0.35224,0.358783,1
0.760364,0.4475,2
0.770563,0.371158,2
0.49263,0.338864,1
0.754733,0.566006,2
0.71192,0.571587,2
0.441485,0.368024,3
0.746479,0.528502,2
0.771241,0.457083,2
0.285845,0.27025,1
0.466862,0.317217,1
0.783682,0.24146,2
0.755072,0.551477,2
0.549193,0.383253,3
0.466778,0.447967,3
0.551794,0.663038,4
0.538483,0.7296,4
0.705512,0.508183,2
0.41824,0.359201,3
0.29455,0.248624,1
0.57483,0.716853,4
0.588794,0.578824,4
0.551148,0.34277,3
0.506744,0.764987,4
0.647395,0.687197,4
0.605834,0.545459,2
0.713307,0.303143,2
0.415591,0.324533,1
0.616418,0.611334,4
0.372622,0.352131,1
0.381668,0.345569,1
0.748711,0.409775,2
0.773775,0.419818,2
0.432297,0.300278,3
0.554746,0.325615,3
0.58822,0.719282,4
0.544109,0.659006,4
0.363763,0.282166,1
0.513346,0.700297,4
0.471513,0.192153,1
0.347323,0.374466,1
0.683065,0.387332,2
0.429784,0.332081,1
0.53708,0.676801,4
0.683639,0.373222,2
0.714298,0.264371,3
0.566764,0.636881,4
0.433168,0.256732,1
0.465136,0.293201,1
0.396023,0.331405,1
0.508887,0.417389,1
0.79594,0.395629,2
0.582021,0.384186,2
0.593043,0.380657,3
0.515285,0.346772,3
0.569298,0.762714,4
0.516594,0.700829,4
0.715867,0.443959,2
0.431646,0.334474,1
0.790502,0.381716,2
0.629761,0.627442,2
0.657208,0.532486,2
0.493975,0.688358,4
0.393285,0.375914,3
0.487113,0.319544,3
0.500946,0.198502,1
0.808042,0.314699,2
0.651358,0.249461,3
0.762299,0.298651,2
0.364263,0.330693,1
0.402509,0.343697,1
0.677142,0.509523,2
0.722468,0.497213,2
0.560648,0.344965,3
0.257631,0.270077,3
0.554626,0.644405,4
0.551122,0.766685,4
0.625809,0.361145,3
0.688675,0.322164,3
0.493694,0.645255,4
0.364274,0.335311,1
0.755067,0.194959,2
0.540402,0.614474,4
0.419924,0.147621,1
0.766913,0.560168,2
0.590275,0.703299,4
0.470751,0.641277,4
0.320059,0.359686,1
0.402191,0.440825,1
0.704526,0.467969,2
0.707264,0.602033,2
0.541006,0.374454,3
0.838258,0.221873,3
0.58006,0.618494,4
0.58298,0.654227,4
0.656369,0.262337,3
0.807896,0.2218,3
0.581525,0.340497,3
0.535041,0.69419,4
0.680103,0.308981,2
0.745864,0.454343,2
0.539573,0.684643,4
0.606084,0.596954,4
0.661442,0.440053,2
0.672465,0.161546,2
0.816724,0.283924,3
0.7348,0.243313,3
0.643031,0.578429,2
0.554589,0.246141,3
0.781601,0.569356,2
0.687403,0.555383,2
0.699463,0.337339,3
0.717045,0.353985,3
0.551049,0.63057,4
0.550183,0.597881,4
0.721723,0.32991,2
0.502318,0.318916,3
0.589649,0.633364,4
0.650159,0.289989,3
0.499679,0.711733,4
0.487723,0.337028,3
0.572531,0.228474,3
0.740045,0.353854,2
0.564934,0.737591,4
0.773379,0.377965,3
0.495638,0.715418,4
0.662183,0.568099,2
0.44881,0.203053,3
0.462774,0.336143,3
0.674227,0.450192,2
0.744597,0.385484,2
0.571504,0.335126,3
0.503136,0.278116,3
0.462101,0.657595,4
0.529118,0.612375,4
0.754822,0.331938,2
0.743851,0.380639,2
0.659023,0.367139,2
0.855204,0.338936,2
0.733679,0.249028,3
0.7213,0.572334,2
0.667892,0.250721,2
0.421254,0.633782,4
0.530672,0.658289,4
0.646373,0.311565,2
0.729069,0.323863,2
0.688832,0.516999,2
0.587318,0.261194,3
0.616413,0.685959,4
0.662907,0.579153,2
0.671469,0.485339,2
0.479125,0.279582,3
0.67515,0.348967,3
0.53562,0.633417,4
0.526704,0.671867,4
0.717541,0.272099,2
0.718172,0.495532,2
0.462028,0.674702,4
0.62085,0.388995,3
0.756939,0.586726,2
0.612664,0.534735,2
0.736843,0.590973,2
0.705444,0.317528,2
0.560987,0.586792,4
0.680213,0.442398,2
0.51759,0.41398,3
0.690751,0.607697,4
0.767054,0.372169,2
0.505483,0.647223,4
0.600317,0.640691,2
0.681954,0.280628,2
0.749509,0.358448,3
0.743763,0.290372,3
0.538337,0.548863,4
0.636102,0.647205,4
0.723527,0.37763,2
0.470021,0.201171,3
0.574971,0.596141,4
0.780277,0.524949,2
0.537617,0.840713,4
0.48812,0.720741,4
0.53439,0.24004,3
0.654424,0.338703,2
0.618499,0.447446,2
0.644992,0.632712,4
0.658908,0.276704,3
0.667423,0.26659,2
0.750046,0.483539,2
0.528837,0.589334,4
0.754535,0.503021,2
0.745134,0.603528,2
0.68234,0.431655,3
0.442877,0.31836,3
0.565773,0.688459,4
0.588147,0.80596,4
0.67978,0.667847,4
0.529827,0.599024,4
0.550971,0.612907,4
0.537774,0.561598,4
0.279115,0.318593,3
0.421937,0.325238,3
0.649132,0.62551,4
0.569663,0.571575,4
0.729804,0.511293,2
0.673867,0.38997,3
0.492786,0.667297,4
0.83513,0.401192,3
0.534593,0.623381,4
0.613973,0.581504,4
0.76866,0.309411,2
0.637843,0.533867,2
0.359075,0.255201,3
0.452064,0.354015,3
0.620407,0.660185,4
0.669175,0.55482,4
0.655837,0.502656,4
0.759906,0.48446,2
0.489903,0.468501,3
0.393525,0.444581,3
0.621465,0.640003,4
0.780293,0.353148,3
0.723052,0.427175,3
0.607919,0.356904,3
0.604003,0.669199,4
0.512141,0.59641,4
0.750504,0.472258,2
0.633698,0.371834,2
0.594196,0.602009,4
0.716368,0.703802,4
0.63788,0.379413,2
0.702691,0.272003,2
0.604587,0.387332,3
0.724997,0.342776,3
0.57774,0.666071,4
0.666515,0.615928,4
0.737344,0.402214,3
0.654539,0.571413,4
0.696987,0.480692,2
0.631909,0.523908,4
0.522319,0.724229,4
0.368993,0.358472,3
0.601402,0.731496,4
0.50821,0.34981,3
0.857342,0.337189,3
0.637655,0.732058,4
0.613561,0.611172,4
0.565784,0.402609,3
0.691387,0.4709,2
0.632676,0.741689,4
0.764473,0.52249,2
0.733871,0.496309,2
0.254286,0.386597,3
0.629099,0.375016,3
0.533519,0.552506,4
0.547978,0.592881,4
0.678101,0.323013,3
0.574434,0.604533,4
0.678941,0.284301,2
0.717895,0.419944,2
0.728595,0.43455,2
0.583152,0.312665,3
0.655076,0.576521,4
0.521261,0.314035,3
0.662469,0.306145,3
0.661776,0.359919,3
0.806561,0.272936,3
0.508934,0.661937,4
0.745296,0.329796,3
0.900984,0.390174,3
0.697378,0.66872,2
0.727276,0.521492,2
0.786294,0.316117,3
0.780778,0.440723,3
0.552212,0.664934,4
0.560851,0.663014,4
0.72033,0.405085,2
0.750864,0.422791,2
0.593299,0.630247,2
0.569345,0.619636,4
0.633328,0.718151,4
0.375813,0.453506,3
0.63948,0.556914,4
0.74917,0.406569,2
0.682523,0.681981,4
0.785225,0.528245,2
0.459046,0.419543,3
0.543744,0.333385,3
0.422015,0.438277,3
0.374671,0.344756,3
0.722546,0.46572,2
0.583423,0.607721,2
0.338962,0.408321,3
0.406122,0.333433,3
0.661468,0.67521,4
0.620517,0.540321,4
0.564105,0.607045,4
0.764379,0.679954,2
0.69245,0.281693,2
0.440165,0.36949,3
0.793062,0.518082,2
0.545449,0.513584,4
0.508893,0.341915,3
0.681788,0.260638,3
0.695876,0.436668,2
0.602298,0.470463,2
0.526042,0.307294,3
0.570174,0.471289,3
0.577145,0.571389,4
0.544719,0.601398,4
0.739513,0.349272,2
0.733772,0.506771,2
0.445515,0.394223,3
0.32274,0.37205,3
0.601073,0.635326,4
0.685015,0.522999,4
0.659622,0.613517,4
0.673925,0.306056,3
0.518414,0.355164,3
0.575998,0.472898,3
0.740311,0.62755,2
0.710929,0.37915,2
0.606908,0.612381,4
0.620006,0.427229,2
0.532726,0.59108,4
0.405747,0.479806,3
0.565784,0.426601,3
0.699239,0.396161,2
0.612502,0.661686,4
0.632655,0.279205,3
0.699135,0.500413,2
0.596876,0.431183,2
0.659122,0.417545,3
0.715252,0.405032,3
0.494757,0.661758,4
0.530703,0.604126,4
0.479522,0.387847,3
0.549365,0.661022,4
0.464583,0.4606,3
0.709673,0.35831,2
0.430462,0.346509,3
0.802015,0.090028,2
0.61915,0.624116,4
0.803449,0.318551,2
0.74918,0.458614,2
0.689572,0.606052,2
0.644444,0.248044,2
0.695459,0.575851,2
0.53623,0.578974,4
0.515504,0.421367,3
0.688326,0.628889,2
0.626262,0.500502,2
0.259642,0.361803,3
0.254848,0.434724,3
0.569835,0.618452,4
0.543176,0.634781,4
0.758227,0.49674,2
0.715987,0.595878,2
0.712123,0.341825,3
0.691741,0.611932,2
0.75441,0.551291,2
0.471794,0.544616,4
0.728313,0.530099,4
0.622003,0.393332,3
0.68855,0.53431,2
0.669467,0.453805,3
0.679514,0.387452,3
0.366068,0.380161,3
0.691668,0.445425,3
0.782749,0.372887,3
0.654773,0.446591,2
0.702555,0.605903,2
0.564741,0.405534,3
0.434451,0.309423,3
0.541585,0.621,4
0.65213,0.56603,4
0.602439,0.385317,3
0.793438,0.421134,2
0.730493,0.502955,2
0.753654,0.476349,3
0.687304,0.452268,2
0.371146,0.388965,3
0.532825,0.597319,4
0.543765,0.486901,4
0.469886,0.587444,4
0.618389,0.525607,4
0.454478,0.284762,3
0.663543,0.701589,4
0.712108,0.416032,3
0.750239,0.507973,3
0.729544,0.461252,2
0.687137,0.538036,2
0.670906,0.428832,3
0.540704,0.385149,3
0.600515,0.61073,4
0.650957,0.645494,4
0.649001,0.368838,3
0.716592,0.602792,2
0.659581,0.519631,4
0.818132,0.441525,2
0.602992,0.326847,3
0.606256,0.658121,4
0.620855,0.550215,2
0.601506,0.438044,3
0.629636,0.422067,2
0.537748,0.353423,3
0.628374,0.567376,4
0.604999,0.501059,4
0.758247,0.325125,2
0.721524,0.421487,2
0.539145,0.573094,2
0.786706,0.599807,2
0.535401,0.372612,3
0.453936,0.362916,3
0.558839,0.548672,4
0.65202,0.56853,4
0.494048,0.410439,3
0.675432,0.625121,4
0.641602,0.54022,2
0.380031,0.368311,3
0.716321,0.572723,2
0.729653,0.362276,2
0.476278,0.298244,3
0.674211,0.33774,2
0.578068,0.36495,3
0.813131,0.547368,2
0.310023,0.351587,3
0.79923,0.24547,2
0.541497,0.465212,4
0.67211,0.632084,4
0.811734,0.396095,2
0.742287,0.46715,2
0.794798,0.363203,3
0.740415,0.363951,3
0.662256,0.527706,4
0.5355,0.596392,4
0.619818,0.429496,2
0.502307,0.531642,3
0.567671,0.544395,4
0.775814,0.504211,2
0.675932,0.49171,4
0.641232,0.653916,4
0.823659,0.592863,2
0.55972,0.542385,4
0.611298,0.673111,4
0.685083,0.450025,2
0.660582,0.640835,2
0.714438,0.481284,2
0.576624,0.591852,4
0.675077,0.532821,2
0.754175,0.564433,2
0.686595,0.591583,2
0.472983,0.388415,3
0.282849,0.509289,3
0.568235,0.458811,4
0.653225,0.615808,4
0.654919,0.614037,4
0.724163,0.611459,2
0.625559,0.451879,4
0.802291,0.560383,4
0.602111,0.520164,4
0.690865,0.470774,3
0.789298,0.37836,3
0.63985,0.427223,2
0.757356,0.551142,2
0.530208,0.445939,3
0.579351,0.531534,4
0.44247,0.423568,3
0.612935,0.640177,4
0.629949,0.575283,4
0.634892,0.481517,2
0.697039,0.514284,2
0.524764,0.415858,3
0.657276,0.476499,3
0.612591,0.541296,4
0.555241,0.612572,4
0.505066,0.319269,3
0.771768,0.527551,2
0.527789,0.51877,4
0.622326,0.174417,3
0.599092,0.43796,2
0.44138,0.426667,3
0.287089,0.410511,3
0.471169,0.457932,3
0.644272,0.584022,2
0.768029,0.521713,2
0.629068,0.647534,4
0.604864,0.574595,4
0.605594,0.608528,4
0.828821,0.366451,3
0.753888,0.498893,2
0.726874,0.610383,2
0.5014,0.365901,3
0.39474,0.367498,3
0.672157,0.630995,4
0.635632,0.522987,4
0.679827,0.50204,2
0.514253,0.505282,4
0.710841,0.493672,2
0.578256,0.565204,4
0.69659,0.453123,2
0.60332,0.360338,3
0.634642,0.497739,4
0.751824,0.563936,4
0.656734,0.592492,2
0.665744,0.502692,4
0.728204,0.589956,2
0.614541,0.463088,3
0.357193,0.494844,3
0.381355,0.294278,3
0.74296,0.275831,2
0.647447,0.453859,2
0.285984,0.307689,3
0.542816,0.490483,3
0.538149,0.674684,4
0.663064,0.534818,4
0.607935,0.54775,3
0.703181,0.670395,2
0.513439,0.520792,4
0.634756,0.523202,4
0.837997,0.271734,2
0.695527,0.624996,2
0.238874,0.470924,3
0.66358,0.574242,4
0.66114,0.518632,4
0.770829,0.448475,2
0.503178,0.535781,4
0.712259,0.500275,2
0.370964,0.450521,3
0.420534,0.531307,3
0.713912,0.517352,2
0.739049,0.426589,2
0.615073,0.446316,3
0.539677,0.415356,3
0.587157,0.516132,4
0.598336,0.496937,4
0.359805,0.473771,3
0.811624,0.612506,2
0.531501,0.45652,4
0.461517,0.423353,3
0.451308,0.457154,3
0.408625,0.384964,3
0.589232,0.439007,3
0.750984,0.332871,2
0.450124,0.434694,3
0.570409,0.581474,4
0.666015,0.623404,2
0.629208,0.427355,3
0.586129,0.380962,2
0.71765,0.332165,2
0.701742,0.59888,2
0.6128,0.472042,2
0.43383,0.450569,3
0.30105,0.403279,3
0.570028,0.61591,4
0.542143,0.41023,4
0.755677,0.485812,2
0.555053,0.505252,3
0.688383,0.596894,2
0.745228,0.6015,2
0.603326,0.578005,2
0.581265,0.547062,4
0.779803,0.585159,2
0.39802,0.493905,3
0.521521,0.522179,3
0.530208,0.480925,3
0.517877,0.477204,4
0.690672,0.408232,2
0.73689,0.563117,2
0.641284,0.524524,4
0.705825,0.506143,2
0.737323,0.489084,2
0.510733,0.383761,3
0.615563,0.519859,3
0.616418,0.596721,4
0.579674,0.355475,4
0.799632,0.333822,2
0.674045,0.487929,2
0.578334,0.582234,4
0.76306,0.47672,2
0.396372,0.360912,3
0.617372,0.394456,3
0.662542,0.474979,4
0.339804,0.493199,3
0.405403,0.476965,3
0.624458,0.622866,4
0.496082,0.50914,3
0.505305,0.414686,3
0.602559,0.466695,3
0.489006,0.453039,4
0.715601,0.402687,2
0.668064,0.447925,2
0.43771,0.429125,3
0.877677,0.517532,3
0.582766,0.607386,4
0.639569,0.388672,4
0.382174,0.338105,3
0.643187,0.516132,3
0.621419,0.470882,4
0.644694,0.654155,4
0.718949,0.469369,4
0.284698,0.475841,3
0.565497,0.49354,4
0.846236,0.558744,2
0.622665,0.631306,2
0.572208,0.493851,3
0.644496,0.64425,4
0.533931,0.620743,4
0.503251,0.49857,4
0.669806,0.474142,2
0.707087,0.583825,2
0.621111,0.617937,2
0.6531,0.460205,3
0.463551,0.408585,3
0.739028,0.59501,4
0.548504,0.437224,4
0.630423,0.380089,4
0.662871,0.519799,2
0.708719,0.555293,3
0.790883,0.526935,3
0.520812,0.491775,4
0.641774,0.467197,4
0.359712,0.519105,3
0.587621,0.505676,4
0.659716,0.57496,4
0.697227,0.556609,2
0.540464,0.610401,3
0.498026,0.413005,3
0.698499,0.472916,2
0.680286,0.417276,2
0.733105,0.56131,2
0.758346,0.660908,2
0.569152,0.479166,3
0.635768,0.391717,3
0.634662,0.523053,4
0.583668,0.58678,4
0.543103,0.342728,4
0.7129,0.47425,4
0.637603,0.509977,4
0.677043,0.39,3
0.741051,0.758263,2
0.653412,0.667458,4
0.754269,0.570468,2
0.77291,0.40088,2
0.644637,0.556519,2
0.602173,0.45798,4
0.571869,0.366624,2
0.552884,0.323743,2
0.413396,0.522903,3
0.607643,0.712894,2
0.715335,0.474985,2
0.797056,0.564457,2
0.587532,0.514158,3
0.401414,0.461706,3
0.584216,0.500855,4
0.562264,0.526612,4
0.729883,0.47215,2
0.502385,0.471917,3
0.632963,0.560664,4
0.621867,0.319819,4
0.72678,0.511718,2
0.656254,0.624457,4
0.530969,0.387105,3
0.514592,0.731885,3
0.710356,0.588843,2
0.740848,0.538748,2
0.560711,0.424531,3
0.418563,0.510695,3
0.651436,0.661082,2
0.382221,0.618057,3
0.721921,0.412879,2
0.75757,0.485136,2
0.612784,0.417718,3
0.619677,0.527072,3
0.617628,0.582934,4
0.602351,0.485806,4
0.482749,0.581839,3
0.58238,0.461952,2
0.515327,0.523633,4
0.621877,0.554797,4
0.554975,0.422665,4
0.722291,0.689841,2
0.370692,0.488486,3
0.726306,0.7995,2
0.753941,0.434837,4
0.71387,0.548654,2
0.565664,0.558015,3
0.705517,0.589962,2
0.677543,0.491034,2
0.360035,0.533688,3
0.647192,0.516742,2
0.765177,0.611435,2
0.598508,0.578352,3
0.549745,0.5387,3
0.605145,0.56204,4
0.68758,0.381746,4
0.690834,0.425985,4
0.546784,0.540369,4
0.738851,0.637605,2
0.40997,0.451897,3
0.351353,0.44893,3
0.550069,0.48845,4
0.670812,0.411725,2
0.829029,0.53699,2
0.65653,0.379162,2
0.688206,0.542307,4
0.756,0.629458,3
0.480064,0.471522,3
0.56971,0.460361,4
0.613238,0.478963,3
0.760719,0.530643,2
0.723391,0.615006,2
0.471601,0.530254,3
0.526772,0.353944,3
0.587756,0.447351,4
0.687434,0.477498,4
0.620996,0.475936,4
0.473609,0.523465,3
0.641514,0.389097,4
0.61939,0.703898,2
0.36186,0.52858,3
0.664232,0.482038,4
0.639074,0.584483,4
0.632431,0.569822,2
0.492041,0.601638,3
0.670004,0.522311,3
0.485309,0.340037,3
0.478604,0.621448,3
0.802677,0.458393,2
0.689171,0.283404,3
0.766387,0.499803,2
0.732698,0.479148,2
0.404981,0.579692,3
0.581421,0.611154,3
0.666072,0.486494,4
0.725633,0.512477,4
0.461006,0.502757,3
0.770203,0.463411,2
0.670228,0.610622,2
0.651984,0.584465,2
0.393921,0.56143,3
0.488928,0.451657,3
0.871628,0.598073,2
0.585285,0.546524,4
0.492964,0.44098,3
0.743471,0.514858,4
0.57093,0.466845,4
0.715528,0.580625,2
0.622706,0.407502,4
0.638547,0.455504,4
0.736635,0.619965,2
0.638985,0.536057,2
0.526892,0.402412,3
0.379384,0.454882,3
0.615688,0.489778,4
0.678466,0.615539,4
0.621252,0.499486,4
0.574768,0.375375,4
0.673867,0.369615,4
0.59843,0.582186,3
0.701168,0.480452,2
0.713609,0.604987,2
0.66066,0.662685,2
0.625418,0.537959,2
0.415951,0.637066,3
0.781356,0.387691,2
0.649945,0.475841,4
0.790434,0.780204,2
0.737626,0.544114,2
0.467221,0.605292,3
0.761991,0.820136,2
0.674895,0.45405,2
0.580175,0.532557,3
0.371662,0.532898,3
0.671198,0.700117,4
0.742715,0.346419,4
0.573151,0.548031,3
0.702055,0.766004,2
0.792681,0.661722,2
0.516646,0.480793,4
0.521521,0.494001,3
0.490998,0.344397,4
0.45538,0.582192,3
0.313979,0.455193,3
0.540355,0.521234,4
0.585681,0.47596,4
0.577208,0.379275,3
0.687586,0.509977,2
0.680171,0.604096,2
0.55473,0.557722,3
0.781117,0.604096,2
0.723235,0.625582,2
0.420362,0.441758,3
0.440515,0.626981,3
0.594962,0.517358,4
0.543076,0.447494,4
0.572025,0.523878,3
0.744279,0.626,2
0.708578,0.455115,4
0.65178,0.554749,2
0.69682,0.620838,2
0.715758,0.641923,2
0.59869,0.632191,4
0.436114,0.710968,3
0.731702,0.665981,2
0.743387,0.477653,2
0.56667,0.570372,3
0.703437,0.524345,4
0.701674,0.467514,3
0.311427,0.553851,3
0.714579,0.592049,2
0.77622,0.733004,2
0.510488,0.603217,3
0.617221,0.444444,3
0.705444,0.383151,4
0.664143,0.494491,4
0.643406,0.487038,4
0.625053,0.551925,4
0.759879,0.501908,2
0.723386,0.612865,2
0.422484,0.409775,3
0.616747,0.538102,2
0.704151,0.362342,3
0.649413,0.378641,2
0.734633,0.492368,4
0.735253,0.367115,4
0.673664,0.515648,4
0.595296,0.422605,4
0.351781,0.575947,3
0.401028,0.497661,3
0.550924,0.530392,2
0.781581,0.447261,2
0.479574,0.552248,3
0.559657,0.589358,3
0.565315,0.474094,4
0.720544,0.443415,4
0.661192,0.552326,4
0.484047,0.402358,4
0.59941,0.424962,4
0.439691,0.65708,3
0.788625,0.730731,2
0.772951,0.438444,4
0.685318,0.519087,4
0.606105,0.466342,2
0.529118,0.591523,3
0.64752,0.541458,2
0.669571,0.477103,4
0.544641,0.515947,4
0.767195,0.460881,4
0.321957,0.661243,3
0.702472,0.576545,2
0.697868,0.52837,2
0.554339,0.568626,3
0.540918,0.561669,3
0.806937,0.351778,4
0.767033,0.358872,4
0.73675,0.762169,2
0.60868,0.521163,4
0.500441,0.474172,4
0.727109,0.510378,4
0.391695,0.687909,3
0.559762,0.429364,4
0.677861,0.448362,4
0.428804,0.586714,3
0.766595,0.544185,2
0.544651,0.444085,3
0.570033,0.324885,3
0.666818,0.582353,2
0.701533,0.366385,4
0.840657,0.551656,2
0.62122,0.656111,2
0.64702,0.603737,2
0.48339,0.495783,3
0.577437,0.46514,3
0.690735,0.421092,4
0.616387,0.442901,4
0.216391,0.512765,3
0.710408,0.463973,2
0.780303,0.336214,2
0.672527,0.540818,2
0.631388,0.503906,4
0.638422,0.597337,3
0.609447,0.55503,4
0.758962,0.542355,2
0.684275,0.327428,4
0.705621,0.721585,2
0.614963,0.616155,2
0.599431,0.487194,4
0.507756,0.472802,3
0.707107,0.490029,4
0.632227,0.661166,2
0.743351,0.419453,2
0.465751,0.542463,3
0.489152,0.491518,3
0.712921,0.284576,4
0.561978,0.420871,4
0.627764,0.494784,2
0.570743,0.452465,4
0.337865,0.455695,3
0.733501,0.531875,2
0.747246,0.451215,4
0.434644,0.444318,3
0.40155,0.452824,3
0.648063,0.601536,2
0.580456,0.447548,4
0.591672,0.383558,4
0.635856,0.552948,2
0.637004,0.580039,2
0.350316,0.614994,3
0.684139,0.404439,4
0.724846,0.567071,2
0.664049,0.57194,2
0.390219,0.496411,3
0.490294,0.492152,3
0.7801,0.461784,4
0.732557,0.518327,4
0.646686,0.518914,2
0.705037,0.435089,2
0.729481,0.544126,2
0.662151,0.556441,2
0.631383,0.269299,4
0.577375,0.660932,3
0.400455,0.540519,3
0.366156,0.491608,3
0.383139,0.635445,3
0.737834,0.416169,4
0.708161,0.407329,4
0.728652,0.477928,4
0.674024,0.666405,2
0.660863,0.397938,4
0.688477,0.733386,2
0.708015,0.571497,2
0.550788,0.556842,3
0.580071,0.586253,3
0.720951,0.359423,4
0.731014,0.593246,4
0.650487,0.43997,4
0.588846,0.527455,4
0.51809,0.569074,3
0.689322,0.32403,4
0.77012,0.606602,3
0.715403,0.518722,2
0.570555,0.40371,3
0.814951,0.655495,2
0.582646,0.479029,3
0.685031,0.4535,4
0.675567,0.727261,2
0.662141,0.446274,4
0.707399,0.581438,2
0.545094,0.470332,4
0.64458,0.636001,2
0.789032,0.515055,2
0.298265,0.608361,3
0.50553,0.521641,3
0.710804,0.400019,4
0.558886,0.515169,4
0.757663,0.763001,2
0.499966,0.451909,3
0.731791,0.397088,4
0.342872,0.600645,3
0.733115,0.701445,2
0.766517,0.499659,2
0.708854,0.569164,2
0.787791,0.520152,4
0.686981,0.684643,2
0.434623,0.500341,3
0.709146,0.437122,4
0.844776,0.612159,2
0.724314,0.71988,2
0.750849,0.349176,4
0.756986,0.590973,2
0.76805,0.520881,2
0.231585,0.546249,3
0.51444,0.450581,3
0.704177,0.427127,4
0.687716,0.345187,4
0.658585,0.436159,4
0.600312,0.533903,4
0.699521,0.552117,2
0.526803,0.427062,4
0.483135,0.568213,3
0.480319,0.659162,3
0.739143,0.623093,2
0.765599,0.464278,4
0.751318,0.602009,2
0.356463,0.608056,3
0.50895,0.501286,3
0.685505,0.343009,4
0.706033,0.385436,4
0.754655,0.382906,4
0.645664,0.495239,2
0.65262,0.482361,2
0.498631,0.591858,3
0.436959,0.455952,3
0.652547,0.387572,4
0.583314,0.348554,4
0.436583,0.517005,3
0.315864,0.67,3
0.785924,0.564708,4
0.674133,0.498212,4
0.811692,0.603642,2
0.646671,0.308359,4
0.379004,0.587677,3
0.495294,0.567848,3
0.719741,0.486901,2
0.766053,0.557859,2
0.779339,0.64955,2
0.75027,0.330891,4
0.63607,0.617495,2
0.591646,0.598557,3
0.648923,0.566149,2
0.839405,0.519799,2
0.4734,0.534442,3
0.474062,0.427462,3
0.653376,0.23959,4
0.674618,0.279881,4
0.65517,0.509905,4
0.74164,0.649215,2
0.452059,0.627029,3
0.592292,0.454265,4
0.740556,0.699621,2
0.738992,0.49948,2
0.758466,0.248654,4
0.453404,0.591445,3
0.721097,0.358741,2
0.79252,0.623345,2
0.594117,0.581378,3
0.384218,0.562118,3
0.668179,0.724952,2
0.441041,0.532198,3
0.69852,0.689931,2
0.666755,0.550909,2
0.379775,0.690983,3
0.465037,0.504534,3
0.56654,0.577221,4
0.64654,0.470248,4
0.755849,0.688465,2
0.712911,0.684996,2
0.375015,0.656703,3
0.521547,0.633806,3
0.673195,0.764765,2
0.7347,0.441244,4
0.653616,0.636911,2
0.315802,0.614504,3
0.782191,0.300959,4
0.700611,0.327978,4
0.706753,0.522227,4
0.682544,0.375609,4
0.578267,0.476188,4
0.774828,0.492673,2
0.745556,0.487247,2
0.804095,0.739906,2
0.327931,0.534322,3
0.398578,0.596733,3
0.812401,0.213019,4
0.664456,0.536667,4
0.682611,0.447967,4
0.592887,0.406066,4
0.78241,0.602619,2
0.66967,0.596577,2
0.526172,0.506663,2
0.833982,0.655388,2
0.373972,0.595226,3
0.799512,0.473023,4
0.708062,0.716423,2
0.549714,0.666693,3
0.831584,0.601859,2
0.792754,0.423999,4
0.372439,0.82211,3
0.718818,0.35133,4
0.72617,0.605938,2
0.671229,0.74401,2
0.450218,0.534585,3
0.457262,0.544012,3
0.615464,0.241205,4
0.682669,0.403716,4
0.511901,0.669564,3
0.452585,0.792262,3
0.438048,0.668463,3
0.408281,0.570833,3
0.674415,0.402125,4
0.761329,0.718217,2
0.752825,0.850343,2
0.727109,0.696475,2
0.472086,0.501537,3
0.802625,0.573339,2
0.738929,0.546584,2
0.642969,0.747,2
0.637499,0.437075,4
0.55912,0.519829,3
0.710215,0.526689,2
0.685881,0.688585,2
0.320491,0.716285,3
0.380417,0.576737,3
0.635575,0.29307,4
0.767998,0.425835,4
0.659137,0.502877,4
0.645857,0.260752,4
0.580947,0.547762,2
0.70814,0.366104,4
0.665942,0.605095,2
0.374113,0.680713,3
0.770944,0.481284,2
0.724465,0.759232,2
0.611136,0.51115,2
0.490956,0.764777,3
0.688357,0.345199,4
0.763946,0.56655,2
0.672214,0.633723,2
0.298411,0.664192,3
0.791102,0.63968,2
0.698436,0.440992,2
0.424867,0.65382,3
0.302603,0.534621,3
0.70974,0.518022,4
0.700704,0.458548,4
0.365254,0.482534,3
0.608169,0.377116,4
0.771152,0.335533,4
0.754681,0.426015,4
0.722202,0.846814,2
0.751193,0.508093,2
0.565117,0.588359,4
0.773973,0.707104,2
0.349998,0.579464,3
0.558145,0.706799,2
0.445932,0.623823,3
0.785017,0.623709,2
0.712786,0.373055,4
0.353767,0.732788,3
0.776147,0.581014,2
0.796905,0.611657,2
0.502125,0.659192,3
0.304835,0.501848,3
0.621392,0.415637,4
0.638281,0.306857,4
0.243275,0.695296,3
0.487546,0.54269,3
0.744467,0.35194,4
0.645002,0.770029,2
0.590009,0.344589,4
