@relation 'generators.SEAGenerator -weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0'

@attribute attrib1 numeric
@attribute attrib2 numeric
@attribute attrib3 numeric
@attribute class {groupA,groupB}

@data
0.801806,0.762768,0.807146,groupB
0.089414,0.772971,0.73326,groupA
0.101437,0.841325,0.898772,groupA
0.086521,0.349808,0.174112,groupA
0.556876,0.937711,0.050146,groupB
0.153816,0.137261,0.395139,groupA
0.678265,0.769835,0.665326,groupB
0.450502,0.194742,0.320471,groupA
0.377371,0.633348,0.723813,groupB
0.193199,0.769602,0.338304,groupB
0.921402,0.63902,0.640744,groupB
0.949732,0.729197,0.893382,groupB
0.224907,0.264525,0.247364,groupA
0.377951,0.017311,0.294668,groupA
0.411796,0.27369,0.668734,groupA
0.450395,0.766968,0.446759,groupB
0.883619,0.202343,0.166022,groupB
0.556404,0.896397,0.328477,groupB
0.056327,0.182733,0.241939,groupB
0.242165,0.080589,0.992397,groupB
0.887352,0.072206,0.650646,groupB
0.537494,0.3475,0.40298,groupA
0.781326,0.290983,0.455962,groupB
0.417976,0.262279,0.818274,groupA
0.86117,0.342567,0.652137,groupA
0.055659,0.264232,0.416891,groupA
0.091518,0.141051,0.773638,groupB
0.580196,0.914261,0.78771,groupB
0.875987,0.673579,0.931997,groupB
0.401099,0.667181,0.454588,groupB
0.141378,0.262995,0.048318,groupB
0.746765,0.087121,0.734569,groupA
0.310441,0.553768,0.603894,groupA
0.420173,0.339794,0.547003,groupA
0.069469,0.58255,0.686395,groupA
0.580311,0.436424,0.318119,groupA
0.838563,0.196051,0.727397,groupA
0.854718,0.122141,0.888476,groupB
0.113021,0.716907,0.939589,groupA
0.380104,0.530725,0.8561,groupA
0.450959,0.124121,0.5267,groupA
0.215818,0.785335,0.136428,groupB
0.308388,0.035446,0.552395,groupA
0.731793,0.111045,0.1824,groupA
0.978834,0.032683,0.530568,groupB
0.862801,0.116067,0.68478,groupB
0.559157,0.862657,0.830237,groupB
0.859545,0.703065,0.673929,groupA
0.948912,0.323666,0.069301,groupB
0.069239,0.143411,0.052118,groupA
0.22257,0.009494,0.43472,groupA
0.859246,0.786846,0.933479,groupB
0.958739,0.724951,0.280111,groupB
0.360897,0.688315,0.28635,groupB
0.632882,0.458014,0.1824,groupB
0.383654,0.042412,0.628514,groupA
0.242085,0.908242,0.883221,groupB
0.659288,0.957595,0.421892,groupB
0.698018,0.910636,0.950464,groupA
0.510941,0.93248,0.055548,groupA
0.992569,0.399695,0.24978,groupB
0.986628,0.296302,0.034746,groupB
0.723816,0.680277,0.659195,groupB
0.448443,0.844588,0.771337,groupB
0.041425,0.984443,0.603884,groupB
0.004722,0.521085,0.15475,groupA
0.330965,0.043772,0.676508,groupA
0.133014,0.085031,0.216645,groupA
0.034952,0.449472,0.926352,groupA
0.166428,0.267,0.677195,groupA
0.929063,0.427718,0.893362,groupB
0.398001,0.437864,0.513321,groupA
0.631958,0.899234,0.274763,groupA
0.04698,0.270968,0.777513,groupA
0.936312,0.255268,0.974669,groupB
0.132656,0.648401,0.37026,groupA
0.930709,0.054645,0.72861,groupB
0.655367,0.486398,0.094983,groupB
0.321248,0.753631,0.754257,groupB
0.192782,0.772517,0.37194,groupB
0.234303,0.275686,0.12369,groupA
0.464361,0.88016,0.898414,groupB
0.174333,0.71377,0.581622,groupA
0.895554,0.679104,0.3859,groupB
0.953281,0.403877,0.684338,groupA
0.173511,0.922655,0.468526,groupB
0.775303,0.005281,0.348001,groupB
0.89839,0.298893,0.715439,groupB
0.419104,0.61927,0.787714,groupB
0.062425,0.362211,0.283196,groupA
0.931583,0.377019,0.425704,groupB
0.503301,0.269316,0.20662,groupA
0.313352,0.064845,0.537077,groupA
0.301072,0.319808,0.624049,groupA
0.448127,0.709245,0.398033,groupB
0.812972,0.092796,0.308763,groupA
0.391359,0.062799,0.859568,groupA
0.960638,0.980733,0.168816,groupB
0.219922,0.82621,0.088185,groupA
0.296298,0.571712,0.073224,groupA
0.964577,0.902732,0.206477,groupB
0.277796,0.86233,0.311109,groupB
0.183158,0.2999,0.407536,groupA
0.785599,0.229983,0.990431,groupB
0.881672,0.810246,0.002024,groupA
0.139741,0.448804,0.05105,groupA
0.833547,0.381333,0.130468,groupB
0.545044,0.420099,0.113084,groupA
0.375095,0.226336,0.068715,groupA
0.80788,0.789163,0.627218,groupB
0.131009,0.446656,0.104438,groupA
0.12959,0.431453,0.051151,groupA
0.393036,0.668401,0.841213,groupB
0.729162,0.823846,0.762044,groupB
0.818682,0.738717,0.152647,groupB
0.330513,0.876309,0.569276,groupB
0.868572,0.476406,0.161573,groupB
0.393306,0.839091,0.745295,groupB
0.742689,0.976538,0.111416,groupB
0.6071,0.985037,0.850059,groupB
0.659199,0.737363,0.409421,groupB
0.69386,0.631292,0.200182,groupB
0.974273,0.786839,0.939252,groupA
0.289582,0.876173,0.141746,groupB
0.665188,0.738556,0.15031,groupB
0.111079,0.023078,0.507526,groupA
0.999307,0.234464,0.56971,groupB
0.250265,0.902928,0.880516,groupB
0.369768,0.846115,0.06361,groupB
0.333387,0.108554,0.593328,groupA
0.104797,0.77343,0.379856,groupA
0.155637,0.463774,0.327957,groupA
0.877109,0.68632,0.715618,groupB
0.109233,0.560012,0.324009,groupA
0.294308,0.156068,0.575636,groupB
0.294227,0.198548,0.902253,groupA
0.512411,0.687703,0.54901,groupB
0.223679,0.027756,0.65895,groupA
0.596496,0.599881,0.0307,groupB
0.018196,0.883025,0.282746,groupA
0.426942,0.216892,0.943455,groupA
0.426427,0.864329,0.159974,groupB
0.779518,0.354986,0.762332,groupA
0.223467,0.056588,0.86982,groupA
0.068959,0.814508,0.221242,groupA
0.921669,0.347979,0.4822,groupB
0.079359,0.721335,0.201521,groupA
0.936862,0.047427,0.571822,groupB
0.168692,0.048898,0.310201,groupA
0.037286,0.252385,0.208863,groupA
0.225333,0.151677,0.175903,groupA
0.880477,0.530921,0.227504,groupB
0.28476,0.706093,0.374078,groupB
0.909672,0.956242,0.352917,groupB
0.47494,0.923613,0.318483,groupB
0.97565,0.630179,0.262465,groupB
0.392985,0.899515,0.962146,groupB
0.292564,0.524171,0.13045,groupA
0.52943,0.684268,0.75772,groupB
0.749854,0.234626,0.695355,groupB
0.304836,0.018408,0.146921,groupA
0.882747,0.983429,0.195734,groupB
0.608049,0.136532,0.020798,groupA
0.873629,0.201166,0.086822,groupB
0.396102,0.550787,0.18818,groupA
0.158033,0.789931,0.484561,groupB
0.933486,0.051597,0.247391,groupB
0.915521,0.283994,0.944745,groupB
0.640289,0.861677,0.610513,groupB
0.576384,0.628356,0.587459,groupA
0.78585,0.424604,0.000568,groupB
0.435049,0.500431,0.9205,groupA
0.88295,0.152163,0.280889,groupB
0.860983,0.843496,0.210086,groupB
0.779529,0.844237,0.172527,groupB
0.790408,0.523768,0.556904,groupB
0.690248,0.536534,0.342809,groupB
0.89606,0.087364,0.684641,groupB
0.313854,0.369727,0.990879,groupA
0.309992,0.057409,0.547551,groupB
0.658415,0.483494,0.364905,groupA
0.724989,0.031139,0.688471,groupA
0.25075,0.412079,0.780264,groupA
0.540144,0.798375,0.36781,groupB
0.401764,0.587962,0.11882,groupB
0.141784,0.07149,0.682882,groupA
0.830392,0.232698,0.546495,groupB
0.141584,0.96568,0.629831,groupB
0.340456,0.629143,0.257058,groupB
0.116353,0.934833,0.086456,groupB
1,0.813682,0.304584,groupB
0.161628,0.736313,0.734419,groupA
0.099797,0.302009,0.23931,groupA
0.622506,0.495122,0.69503,groupB
0.595193,0.539482,0.345361,groupB
0.080669,0.681293,0.961494,groupA
0.699656,0.580262,0.995115,groupB
0.534911,0.273384,0.301194,groupA
0.870716,0.570642,0.842368,groupA
0.436584,0.188495,0.406704,groupA
0.563629,0.889618,0.522051,groupB
0.923788,0.241871,0.171537,groupB
0.467407,0.096762,0.663556,groupA
0.41166,0.250204,0.47592,groupA
0.696276,0.692692,0.341735,groupA
0.961592,0.234993,0.922621,groupB
0.061235,0.134643,0.3333,groupA
0.457391,0.102692,0.558243,groupA
0.56356,0.555877,0.069308,groupB
0.532134,0.453408,0.190248,groupB
0.249526,0.891629,0.449531,groupB
0.495369,0.366093,0.073317,groupA
0.345419,0.683689,0.33416,groupB
0.623105,0.97291,0.194286,groupB
0.071624,0.342328,0.709364,groupA
0.119246,0.226349,0.11386,groupA
0.303566,0.458245,0.610224,groupA
0.425325,0.544628,0.115054,groupB
0.360874,0.87186,0.03636,groupB
0.415387,0.133385,0.158416,groupA
0.193842,0.949275,0.803847,groupB
0.35027,0.244667,0.984692,groupA
0.605888,0.101296,0.186817,groupB
0.88723,0.609999,0.820522,groupB
0.540191,0.199187,0.494031,groupA
0.614609,0.128155,0.265709,groupA
0.433526,0.244897,0.988557,groupA
0.613704,0.347595,0.818664,groupA
0.43937,0.425712,0.743504,groupA
0.69199,0.135065,0.280931,groupA
0.27918,0.110168,0.932479,groupB
0.280769,0.430224,0.529574,groupB
0.567334,0.991385,0.284253,groupB
0.46943,0.225752,0.350095,groupA
0.39756,0.660964,0.882001,groupB
0.419634,0.511275,0.831356,groupA
0.564599,0.005956,0.441097,groupA
0.901202,0.481935,0.689965,groupB
0.499958,0.56732,0.930793,groupB
0.87122,0.168799,0.904606,groupB
0.769318,0.963714,0.367286,groupB
0.968713,0.55953,0.490384,groupB
0.939688,0.473105,0.962297,groupB
0.713138,0.681719,0.166244,groupB
0.791181,0.650151,0.438284,groupB
0.831863,0.02675,0.866118,groupA
0.260953,0.571683,0.824482,groupB
0.158028,0.668885,0.227598,groupA
0.050663,0.255894,0.050176,groupA
0.804679,0.350591,0.721719,groupB
0.88043,0.186778,0.613353,groupB
0.018816,0.589659,0.345771,groupA
0.689107,0.804166,0.602634,groupB
0.677483,0.428062,0.695703,groupB
0.781736,0.259256,0.784163,groupA
0.481057,0.043937,0.160392,groupA
0.151776,0.567283,0.275266,groupA
0.516842,0.90445,0.858998,groupB
0.020241,0.221572,0.404006,groupA
0.102071,0.282734,0.940384,groupA
0.897809,0.557838,0.928089,groupB
0.342229,0.111935,0.44197,groupA
0.996307,0.65301,0.094615,groupB
0.13322,0.838803,0.214415,groupA
0.652925,0.691062,0.325693,groupB
0.552707,0.333203,0.612605,groupA
0.353144,0.216397,0.155043,groupA
0.631009,0.829201,0.610805,groupB
0.131297,0.133953,0.096711,groupA
0.064732,0.492313,0.900137,groupA
0.775711,0.732573,0.118206,groupB
0.0672,0.230642,0.302732,groupB
0.357463,0.273984,0.737948,groupA
0.340796,0.056988,0.788043,groupA
0.238874,0.308956,0.990899,groupA
0.680705,0.368075,0.46101,groupB
0.449741,0.805704,0.348244,groupB
0.712498,0.36461,0.925022,groupB
0.514086,0.352968,0.612739,groupA
0.03458,0.423281,0.083387,groupA
0.726159,0.591565,0.070698,groupB
0.118697,0.232382,0.326945,groupA
0.161365,0.113813,0.703328,groupA
0.78639,0.013276,0.036461,groupA
0.182237,0.187563,0.808794,groupA
0.931381,0.272971,0.476796,groupB
0.290008,0.355976,0.04339,groupA
0.661982,0.711091,0.859762,groupB
0.109454,0.524933,0.209122,groupA
0.384621,0.986358,0.839565,groupB
0.080164,0.511921,0.96421,groupA
0.901605,0.804947,0.093721,groupB
0.883955,0.039181,0.132585,groupB
0.070255,0.360232,0.580262,groupA
0.241695,0.528072,0.532669,groupA
0.851819,0.992314,0.577094,groupA
0.694396,0.166051,0.503891,groupA
0.435831,0.27847,0.137329,groupA
0.105922,0.84477,0.973604,groupB
0.985849,0.060672,0.274686,groupB
0.300062,0.254182,0.102832,groupA
0.50471,0.642494,0.313359,groupB
0.065046,0.962657,0.439853,groupB
0.998406,0.774341,0.949326,groupB
0.344244,0.558944,0.262238,groupA
0.52093,0.380806,0.10587,groupA
0.298027,0.683032,0.02774,groupB
0.032853,0.105747,0.047512,groupA
0.495113,0.589782,0.725399,groupB
0.656351,0.798602,0.129675,groupB
0.657871,0.880339,0.25642,groupB
0.830851,0.950866,0.959451,groupB
0.866906,0.012359,0.916349,groupA
0.664837,0.346012,0.053425,groupB
0.793732,0.007112,0.228876,groupA
0.156576,0.452684,0.721937,groupB
0.083089,0.914106,0.331828,groupB
0.646791,0.433322,0.475627,groupB
0.891415,0.052836,0.537179,groupA
0.234734,0.833609,0.910435,groupA
0.696731,0.190927,0.59769,groupA
0.226606,0.440475,0.43945,groupA
0.232924,0.400543,0.141961,groupA
0.875825,0.068481,0.011308,groupA
0.867206,0.316297,0.282614,groupB
0.134537,0.359887,0.790026,groupA
0.292541,0.659989,0.968592,groupB
0.163068,0.09568,0.850583,groupA
0.519853,0.803112,0.844712,groupB
0.719912,0.337208,0.621057,groupB
0.541605,0.712741,0.631721,groupB
0.98249,0.397274,0.499346,groupB
0.162635,0.33606,0.02968,groupA
0.463023,0.75284,0.568234,groupB
0.06489,0.687108,0.398828,groupA
0.724548,0.423948,0.566899,groupB
0.009564,0.165657,0.759332,groupA
0.364106,0.905413,0.960678,groupA
0.578786,0.59964,0.381509,groupB
0.339591,0.306988,0.468832,groupA
0.636682,0.822737,0.561756,groupB
0.795241,0.047205,0.236334,groupA
0.366805,0.844651,0.721686,groupB
0.733616,0.78806,0.426398,groupB
0.57065,0.224298,0.115127,groupA
0.241865,0.690921,0.309984,groupA
0.938812,0.392443,0.712206,groupB
0.636149,0.100635,0.874858,groupA
0.652228,0.53466,0.61066,groupB
0.427667,0.203364,0.113003,groupA
0.096992,0.453964,0.916553,groupA
0.421821,0.314593,0.150846,groupA
0.816047,0.754863,0.69643,groupB
0.814266,0.661145,0.527976,groupB
0.329757,0.88377,0.274981,groupB
0.525266,0.168584,0.781391,groupA
0.849478,0.530717,0.448621,groupB
0.961028,0.416823,0.738086,groupB
0.615574,0.806193,0.303604,groupB
0.643501,0.800795,0.135282,groupB
0.418943,0.460987,0.519934,groupB
0.88978,0.481867,0.299691,groupB
0.423276,0.851411,0.996064,groupA
0.690485,0.76722,0.341707,groupB
0.04,0.691513,0.648978,groupA
0.459449,0.536204,0.316106,groupB
0.848225,0.151731,0.17011,groupB
0.761606,0.918906,0.163265,groupB
0.995339,0.51576,0.557819,groupB
0.9569,0.510909,0.103552,groupB
0.887607,0.466,0.294263,groupB
0.221463,0.7846,0.378825,groupB
0.423046,0.339186,0.821405,groupA
0.153272,0.349082,0.962413,groupA
0.08625,0.727867,0.366609,groupA
0.470876,0.149766,0.334279,groupA
0.778813,0.770904,0.138231,groupB
0.071936,0.825507,0.720736,groupA
0.477581,0.146239,0.084717,groupA
0.23665,0.199061,0.819244,groupA
0.661173,0.897453,0.064059,groupB
0.631106,0.515213,0.844753,groupB
0.50269,0.068861,0.258658,groupA
0.105296,0.435794,0.698913,groupA
0.049968,0.379468,0.354993,groupA
0.245225,0.953868,0.197987,groupB
0.5598,0.939448,0.411429,groupB
0.964198,0.249274,0.64833,groupB
0.475651,0.850139,0.700221,groupB
0.828122,0.262651,0.192197,groupB
0.956354,0.282658,0.548903,groupB
0.485733,0.466953,0.49709,groupB
0.576034,0.94111,0.563328,groupB
0.487812,0.552339,0.661049,groupB
0.299557,0.110563,0.731358,groupA
0.486152,0.116865,0.689408,groupA
0.136739,0.920038,0.784917,groupB
0.446321,0.019078,0.485036,groupB
0.051901,0.000689,0.957787,groupA
0.091117,0.406885,0.012945,groupA
0.704317,0.486159,0.380934,groupB
0.370222,0.059574,0.827731,groupA
0.929302,0.32509,0.891428,groupB
0.062787,0.17471,0.36051,groupA
0.534139,0.39156,0.882276,groupA
0.740183,0.923654,0.95429,groupB
0.662638,0.335165,0.569306,groupB
0.283181,0.723765,0.896402,groupB
0.234997,0.66942,0.547115,groupA
0.101203,0.367866,0.49569,groupA
0.053498,0.601033,0.704451,groupA
0.384008,0.571856,0.635346,groupB
0.416005,0.85237,0.717616,groupB
0.867786,0.658508,0.801979,groupB
0.205445,0.389153,0.808971,groupA
0.478968,0.621458,0.357109,groupB
0.773148,0.435855,0.521253,groupB
0.760814,0.779367,0.668904,groupB
0.825898,0.098058,0.738262,groupA
0.244944,0.115926,0.72356,groupA
0.882347,0.318675,0.510967,groupB
0.24322,0.252259,0.303316,groupA
0.885492,0.678091,0.525295,groupB
0.550156,0.364267,0.912539,groupA
0.929191,0.16402,0.82466,groupB
0.416682,0.961791,0.348247,groupB
0.057117,0.789621,0.48367,groupA
0.010773,0.071055,0.495639,groupA
0.308687,0.748473,0.09128,groupB
0.529716,0.43544,0.172091,groupB
0.896739,0.221814,0.496576,groupB
0.329978,0.554238,0.361525,groupA
0.500121,0.872651,0.844536,groupB
0.416316,0.282125,0.341305,groupA
0.880152,0.139456,0.463019,groupB
0.822384,0.613904,0.404148,groupB
0.561527,0.322426,0.279022,groupA
0.085763,0.780153,0.259111,groupA
0.180631,0.065645,0.874939,groupA
0.930216,0.156036,0.371166,groupB
0.619499,0.504103,0.129453,groupA
0.179513,0.781808,0.742875,groupB
0.509834,0.075827,0.079466,groupA
0.800444,0.287011,0.599823,groupB
0.644156,0.600787,0.505594,groupB
0.818857,0.223172,0.810937,groupA
0.8018,0.577671,0.617399,groupB
0.610492,0.769067,0.491103,groupB
0.814811,0.569831,0.108383,groupB
0.317084,0.157641,0.005591,groupA
0.889963,0.814594,0.091175,groupB
0.530186,0.85151,0.106098,groupB
0.784821,0.727155,0.214107,groupB
0.510522,0.658885,0.141491,groupB
0.301927,0.055668,0.833089,groupB
0.201454,0.317208,0.562192,groupA
0.954929,0.554219,0.662209,groupB
0.870903,0.437411,0.755248,groupB
0.617837,0.443169,0.520238,groupB
0.851547,0.471774,0.299601,groupB
0.443902,0.26524,0.25425,groupB
0.75701,0.092819,0.665052,groupA
0.539085,0.955363,0.198604,groupB
0.560088,0.971756,0.352559,groupB
0.207666,0.434833,0.068374,groupA
0.909308,0.57421,0.707829,groupB
0.480495,0.625847,0.577644,groupB
0.441886,0.169196,0.545685,groupA
0.777109,0.006928,0.246664,groupA
0.716176,0.374237,0.800383,groupB
0.507589,0.421169,0.162628,groupA
0.232418,0.728732,0.841945,groupB
0.359283,0.476194,0.523489,groupA
0.618982,0.947484,0.221458,groupB
0.221474,0.333296,0.799471,groupA
0.85921,0.947888,0.661023,groupB
0.744438,0.189426,0.749519,groupA
0.869228,0.764815,0.291187,groupB
0.468111,0.771565,0.569822,groupB
0.413844,0.64623,0.880236,groupB
0.172413,0.100793,0.725721,groupA
0.410196,0.732241,0.15442,groupB
0.787872,0.140291,0.046994,groupA
0.612486,0.936337,0.913841,groupB
0.302362,0.002043,0.008956,groupA
0.990202,0.56681,0.986137,groupB
0.393257,0.144184,0.590996,groupA
0.430487,0.290162,0.971617,groupA
0.878788,0.130545,0.873647,groupB
0.397319,0.296869,0.813112,groupA
0.280343,0.363729,0.326467,groupA
0.444945,0.296164,0.531787,groupA
0.956904,0.049106,0.120604,groupB
0.470836,0.711927,0.092433,groupB
0.25504,0.665823,0.443977,groupA
0.318407,0.457414,0.677367,groupA
0.414588,0.023753,0.901252,groupA
0.929857,0.203271,0.852126,groupB
0.146916,0.14029,0.527804,groupA
0.351999,0.523247,0.165257,groupA
0.389992,0.564617,0.564719,groupB
0.071115,0.612016,0.357041,groupA
0.044675,0.253369,0.332057,groupA
0.648075,0.728048,0.593766,groupB
0.614082,0.911132,0.830088,groupB
0.631421,0.017809,0.036837,groupA
0.821496,0.461667,0.173197,groupB
0.911997,0.112535,0.449449,groupB
0.900486,0.648976,0.311713,groupB
0.057187,0.692195,0.533111,groupA
0.623191,0.498276,0.313466,groupB
0.53185,0.854112,0.040995,groupB
0.275875,0.252732,0.772229,groupA
0.655337,0.994183,0.7949,groupB
0.013861,0.196778,0.097532,groupA
0.281818,0.372408,0.724214,groupA
0.021828,0.615197,0.018121,groupA
0.549096,0.862069,0.869607,groupB
0.552968,0.0163,0.444955,groupB
0.76116,0.414259,0.499528,groupB
0.811629,0.80509,0.364859,groupA
0.584666,0.759248,0.468223,groupB
0.206349,0.239091,0.6601,groupA
0.703153,0.453609,0.104437,groupB
0.89614,0.692428,0.252295,groupB
0.729536,0.737811,0.203183,groupB
0.95629,0.177517,0.516165,groupB
0.247083,0.555743,0.447119,groupA
0.073315,0.291029,0.258326,groupA
0.593733,0.425643,0.13324,groupB
0.603917,0.114692,0.607775,groupA
0.576095,0.412227,0.446059,groupA
0.791798,0.840431,0.202352,groupB
0.362945,0.701641,0.547334,groupB
0.185385,0.249392,0.008975,groupA
0.38509,0.004735,0.588542,groupB
0.93799,0.722626,0.71361,groupB
0.144766,0.060013,0.776657,groupB
0.821921,0.683247,0.074085,groupB
0.088884,0.343275,0.323454,groupA
0.557363,0.276817,0.925312,groupA
0.840618,0.878271,0.853891,groupB
0.672629,0.705098,0.577207,groupB
0.628831,0.857019,0.523462,groupB
0.302506,0.716761,0.39394,groupB
0.619749,0.16678,0.508176,groupB
0.974578,0.949461,0.40596,groupA
0.040614,0.31129,0.925991,groupA
0.799497,0.51164,0.895543,groupB
0.702858,0.820254,0.875412,groupB
0.754872,0.756038,0.346159,groupB
0.442555,0.955604,0.674341,groupB
0.311728,0.387716,0.057515,groupA
0.881748,0.791431,0.351665,groupB
0.551243,0.486109,0.562111,groupA
0.862709,0.961242,0.78752,groupB
0.164838,0.218745,0.406369,groupA
0.293825,0.124668,0.774495,groupA
0.538018,0.0729,0.682063,groupA
0.903691,0.932877,0.788005,groupB
0.904121,0.480096,0.073073,groupB
0.824241,0.013232,0.983733,groupA
0.535063,0.543351,0.723235,groupB
0.931627,0.318587,0.492958,groupA
0.289996,0.155759,0.264457,groupA
0.876743,0.352933,0.315679,groupB
0.980797,0.155386,0.771028,groupB
0.548384,0.225556,0.537306,groupB
0.116975,0.334142,0.490879,groupA
0.49838,0.98169,0.588294,groupB
0.629337,0.588253,0.491971,groupB
0.071126,0.383639,0.94999,groupA
0.761565,0.565124,0.199282,groupB
0.179232,0.493063,0.132732,groupA
0.335369,0.901599,0.386083,groupB
0.593492,0.578695,0.67956,groupA
0.042903,0.046023,0.80431,groupA
0.409632,0.25047,0.762116,groupA
0.2123,0.782372,0.64496,groupB
0.666468,0.685704,0.480341,groupB
0.801104,0.058254,0.485065,groupA
0.94929,0.792515,0.689667,groupB
0.884469,0.613721,0.598823,groupB
0.426266,0.724769,0.877647,groupB
0.872731,0.799023,0.534519,groupB
0.044712,0.989918,0.139929,groupB
0.739339,0.759938,0.82503,groupB
0.056083,0.998608,0.869184,groupB
0.355113,0.895719,0.440869,groupB
0.680134,0.092873,0.148926,groupA
0.559126,0.954392,0.916365,groupB
0.231589,0.068478,0.658563,groupA
0.098617,0.799796,0.361386,groupA
0.628475,0.691213,0.11466,groupB
0.753849,0.020652,0.83303,groupA
0.829164,0.917178,0.611732,groupB
0.829869,0.829021,0.738124,groupB
0.21203,0.824559,0.424131,groupB
0.511956,0.238632,0.392288,groupA
0.822104,0.315729,0.070418,groupB
0.682288,0.557071,0.70839,groupB
0.517122,0.242403,0.698223,groupA
0.454838,0.294664,0.292255,groupA
0.336344,0.965485,0.920392,groupB
0.864144,0.272454,0.800251,groupB
0.433784,0.559841,0.225108,groupB
0.052258,0.915727,0.670755,groupB
0.151912,0.064867,0.404839,groupA
0.81757,0.382996,0.467668,groupA
0.510925,0.727152,0.212189,groupB
0.898316,0.374091,0.41701,groupB
0.122412,0.345257,0.592728,groupA
0.2804,0.511265,0.030391,groupA
0.793265,0.488822,0.90687,groupB
0.527369,0.150071,0.677337,groupA
0.62873,0.428136,0.875828,groupB
0.837169,0.989013,0.923815,groupB
0.713328,0.997316,0.107228,groupB
0.383668,0.139201,0.41786,groupA
0.105915,0.341348,0.602126,groupA
0.695199,0.941291,0.146461,groupB
0.780048,0.358438,0.400708,groupB
0.754123,0.069181,0.770544,groupA
0.190698,0.764494,0.390159,groupA
0.824544,0.879653,0.899514,groupB
0.377661,0.984876,0.788298,groupB
0.393868,0.829979,0.722935,groupB
0.169121,0.775211,0.248112,groupA
0.204345,0.96492,0.540096,groupB
0.965984,0.318376,0.447273,groupB
0.469479,0.487758,0.60825,groupB
0.187148,0.593533,0.505469,groupA
0.599279,0.925879,0.707744,groupB
0.464564,0.851186,0.87214,groupA
0.618572,0.033735,0.682282,groupA
0.376576,0.744156,0.90174,groupB
0.087245,0.140811,0.308885,groupA
0.581112,0.733375,0.755376,groupB
0.976617,0.76303,0.771027,groupB
0.390758,0.712317,0.352513,groupA
0.944168,0.01778,0.646531,groupB
0.383967,0.425314,0.819498,groupB
0.095095,0.373901,0.756764,groupA
0.315146,0.196329,0.794415,groupA
0.595809,0.50309,0.435198,groupB
0.963053,0.359159,0.589286,groupB
0.714794,0.868012,0.313095,groupB
0.978836,0.460149,0.699177,groupB
0.236049,0.063675,0.520654,groupA
0.615777,0.954338,0.369069,groupB
0.350315,0.487217,0.368494,groupB
0.04167,0.673788,0.934673,groupA
0.610168,0.625619,0.503932,groupB
0.546425,0.335485,0.630214,groupA
0.877274,0.798417,0.886469,groupB
0.048042,0.969023,0.449818,groupB
0.030682,0.807413,0.015083,groupA
0.591269,0.977581,0.655709,groupB
0.618727,0.582239,0.611499,groupB
0.836152,0.806726,0.087252,groupB
0.252563,0.014346,0.365185,groupA
0.357645,0.222377,0.771343,groupA
0.439853,0.051263,0.899459,groupA
0.173916,0.095731,0.712468,groupA
0.632444,0.990551,0.679577,groupB
0.374939,0.14751,0.316852,groupA
0.748778,0.661354,0.884253,groupB
0.388943,0.863304,0.822921,groupB
0.453976,0.756629,0.25327,groupB
0.245963,0.801257,0.788716,groupB
0.046699,0.129123,0.334259,groupA
0.690508,0.563856,0.120077,groupB
0.255798,0.279652,0.811559,groupA
0.312147,0.045367,0.284349,groupA
0.288697,0.37884,0.21513,groupA
0.200508,0.845394,0.934504,groupA
0.965313,0.049373,0.074119,groupB
0.317902,0.572167,0.580605,groupA
0.125949,0.832501,0.350848,groupB
0.750644,0.637152,0.368654,groupB
0.054063,0.118573,0.648158,groupB
0.902847,0.486748,0.317246,groupB
0.467181,0.488185,0.602716,groupB
0.839251,0.279848,0.026891,groupB
0.395866,0.266851,0.867207,groupA
0.245776,0.811406,0.888002,groupA
0.378695,0.507811,0.654305,groupA
0.82878,0.417985,0.925752,groupB
0.053242,0.248445,0.991905,groupA
0.725032,0.478288,0.662074,groupB
0.351259,0.90665,0.087809,groupB
0.290975,0.980272,0.813141,groupB
0.546309,0.603488,0.835173,groupB
0.294102,0.700365,0.09697,groupB
0.399008,0.41464,0.795216,groupA
0.149978,0.594975,0.577163,groupA
0.885949,0.065923,0.705587,groupA
0.264052,0.869362,0.523685,groupB
0.375406,0.594888,0.515591,groupB
0.938938,0.647841,0.596088,groupB
0.581288,0.056264,0.817165,groupA
0.049125,0.407723,0.882023,groupA
0.640633,0.965709,0.108234,groupB
0.568982,0.170621,0.908872,groupA
0.169948,0.259601,0.4152,groupA
0.004375,0.844802,0.297238,groupA
0.690124,0.711784,0.025944,groupB
0.736971,0.246243,0.58197,groupB
0.459762,0.575198,0.655023,groupB
0.94729,0.091445,0.073077,groupA
0.247691,0.779549,0.874402,groupB
0.681331,0.372661,0.970387,groupA
0.42054,0.278705,0.25576,groupA
0.110619,0.727722,0.74641,groupA
0.37737,0.860141,0.240455,groupB
0.88299,0.6139,0.052503,groupA
0.506096,0.621628,0.572427,groupB
0.777099,0.594247,0.2274,groupB
0.412574,0.263415,0.515243,groupA
0.427112,0.592606,0.235506,groupB
0.522456,0.147389,0.586902,groupA
0.462945,0.099505,0.517556,groupA
0.522523,0.690971,0.881536,groupB
0.760308,0.780838,0.028053,groupB
0.064958,0.131578,0.448482,groupA
0.377575,0.129613,0.94633,groupA
0.912856,0.815108,0.196687,groupB
0.143131,0.807773,0.56178,groupB
0.020004,0.938404,0.288865,groupA
0.719117,0.004532,0.552822,groupA
0.418286,0.676483,0.176236,groupB
